family,verbatimScientificName
Asteraceae,Cirsium funkiae
Hydrophyllaceae,Phacelia sericea
Polemoniaceae,Polemonium pulcherrimum
Asteraceae,Erigeron pinnatisectus
Asteraceae,Senecio atratus
Boraginaceae,Eritrichium argenteum
Brassicaceae,Erysimum capitatum
Caryophyllaceae,Eremogone fendleri
Crassulaceae,Rhodiola rhodantha
Asteraceae,Tetraneuris acaulis caespitosa
Campanulaceae,Campanula petiolata
Rosaceae,Geum rossii
Pteridaceae,Cryptogramma acrostichoides
Caryophyllaceae,Eremogone fendleri
Fabaceae,Trifolium attenuatum
Onagraceae,Chamaenerion latifolium
Melanthiaceae,Veratrum californicum
Plantaginaceae,Penstemon whippleanus
Crassulaceae,Sedum lanceolatum
Saxifragaceae,Micranthes rhomboidea
Ranunculaceae,Delphinium barbeyi
Caryophyllaceae,Silene acaulis
Primulaceae,Primula parryi
Orobanchaceae,Pedicularis groenlandica
Polemoniaceae,Phlox condensata
Plantaginaceae,Penstemon harbourii
Crassulaceae,Rhodiola integrifolia
Caryophyllaceae,Stellaria sanjuanensis
Orobanchaceae,Castilleja occidentalis
Rosaceae,Geum rossii
Asteraceae,Helianthella quinquenervis
Asteraceae,Cirsium scopulorum
Polemoniaceae,Phlox condensata
Caryophyllaceae,Eremogone fendleri
Orobanchaceae,Pedicularis groenlandica
Crassulaceae,Sedum lanceolatum
Rosaceae,Geum rossii
Caryophyllaceae,Silene acaulis
Asteraceae,Cirsium scopulorum
Apiaceae,Angelica grayi
Asteraceae,Cirsium scopulorum
Polemoniaceae,Polemonium confertum
Brassicaceae,Physaria alpina
Plantaginaceae,Penstemon hallii
Boraginaceae,Mertensia ciliata
Hydrophyllaceae,Hydrophyllum fendleri
Rosaceae,Dryas hookeriana
Hydrophyllaceae,Phacelia sericea
Boraginaceae,Eritrichium argenteum
Montiaceae,Claytonia megarhiza
Montiaceae,Claytonia megarhiza
Asteraceae,Agoseris aurantiaca
Hydrophyllaceae,Phacelia sericea
Primulaceae,Primula parryi
Crassulaceae,Sedum lanceolatum
Caryophyllaceae,Paronychia pulvinata
Plantaginaceae,Penstemon hallii
Gentianaceae,Gentiana algida
Asteraceae,Cirsium scopulorum
Brassicaceae,Cardamine cordifolia
Brassicaceae,Physaria alpina
Brassicaceae,Smelowskia americana
Plantaginaceae,Penstemon whippleanus
Crassulaceae,Rhodiola rhodantha
Onagraceae,Chamaenerion angustifolium
Fabaceae,Trifolium dasyphyllum
Orobanchaceae,Castilleja occidentalis
Crassulaceae,Rhodiola integrifolia
Ranunculaceae,Aquilegia coerulea
Plantaginaceae,Penstemon hallii
Montiaceae,Lewisia pygmaea
Montiaceae,Lewisia pygmaea
Primulaceae,Androsace septentrionalis
Hydrophyllaceae,Phacelia sericea
Asteraceae,Hymenoxys grandiflora
Primulaceae,Primula angustifolia
Primulaceae,Primula angustifolia
Rosaceae,Geum rossii
Rosaceae,Dryas hookeriana
Polygonaceae,Eriogonum coloradense
Gentianaceae,Gentiana parryi
Caryophyllaceae,Cherleria obtusiloba
Ranunculaceae,Anemone multifida
Montiaceae,Claytonia lanceolata
Polemoniaceae,Polemonium viscosum
Polygonaceae,Bistorta bistortoides
Apiaceae,Oreoxis alpina
Rosaceae,Geum rossii
Hydrophyllaceae,Phacelia sericea
Caryophyllaceae,Cerastium arvense
Ranunculaceae,Aquilegia elegantula
Salicaceae,Salix nivalis
Caryophyllaceae,Cherleria obtusiloba
Boraginaceae,Eritrichium argenteum
Orchidaceae,Platanthera huronensis
Asteraceae,Hymenoxys grandiflora
Brassicaceae,Cardamine cordifolia
Crassulaceae,Sedum lanceolatum
Hydrophyllaceae,Phacelia sericea
Fabaceae,Trifolium parryi
Poaceae,Bromus inermis
Juncaceae,Luzula spicata
Saxifragaceae,Heuchera parvifolia
Montiaceae,Claytonia megarhiza
Plantaginaceae,Penstemon whippleanus
Rosaceae,Sibbaldia procumbens
Orobanchaceae,Pedicularis parryi
Apiaceae,Cymopterus lemmonii
Montiaceae,Claytonia megarhiza
Fabaceae,Trifolium nanum
Brassicaceae,Erysimum capitatum
Rosaceae,Geum rossii
Pinaceae,Pinus aristata
Crassulaceae,Sedum lanceolatum
Ranunculaceae,Aquilegia coerulea
Orobanchaceae,Castilleja rhexiifolia
Plantaginaceae,Penstemon whippleanus
Apiaceae,Angelica grayi
Plantaginaceae,Penstemon whippleanus
Caryophyllaceae,Silene acaulis
Plantaginaceae,Linaria vulgaris
Caryophyllaceae,Silene acaulis
Polygonaceae,Bistorta bistortoides
Polygonaceae,Bistorta bistortoides
Amaryllidaceae,Allium geyeri
Asteraceae,Senecio amplectens holmii
Gentianaceae,Gentiana parryi
Orobanchaceae,Pedicularis sudetica scopulorum
Fabaceae,Hedysarum occidentale
Rosaceae,Geum rossii
Caryophyllaceae,Silene acaulis
Onagraceae,Chamaenerion angustifolium
Polygonaceae,Bistorta bistortoides
Asteraceae,Hymenoxys grandiflora
Rosaceae,Dasiphora fruticosa
Selaginellaceae,Selaginella standleyi
Primulaceae,Primula parryi
Orobanchaceae,Pedicularis groenlandica
Montiaceae,Claytonia megarhiza megarhiza
Ranunculaceae,Pulsatilla nuttalliana
Polygonaceae,Bistorta bistortoides
Fabaceae,Oxytropis deflexa pulcherrima
Caryophyllaceae,Eremogone congesta
Asteraceae,Tonestus pygmaeus
Onagraceae,Chamaenerion angustifolium
Caryophyllaceae,Cherleria obtusiloba
Brassicaceae,Physaria alpina
Gentianaceae,Gentiana parryi
Orobanchaceae,Pedicularis sudetica scopulorum
Crassulaceae,Rhodiola integrifolia
Asteraceae,Hymenoxys hoopesii
Fabaceae,Trifolium parryi
Ranunculaceae,Aquilegia coerulea
Montiaceae,Lewisia pygmaea
Boraginaceae,Eritrichium argenteum
Ranunculaceae,Delphinium barbeyi
Amaryllidaceae,Allium geyeri
Polygonaceae,Oxyria digyna
Phrymaceae,Erythranthe minor
Brassicaceae,Smelowskia americana
Polygonaceae,Oxyria digyna
Plantaginaceae,Penstemon whippleanus
Ranunculaceae,Aquilegia coerulea
Ranunculaceae,Actaea rubra neglecta
Asteraceae,Senecio integerrimus
Polemoniaceae,Polemonium pulcherrimum
Caryophyllaceae,Silene acaulis
Crassulaceae,Rhodiola rhodantha
Lamiaceae,Monardella odoratissima
Caryophyllaceae,Cherleria obtusiloba
Polygonaceae,Oxyria digyna
Polygonaceae,Bistorta bistortoides
Polemoniaceae,Ipomopsis aggregata
Ranunculaceae,Anemone multifida
Brassicaceae,Draba crassa
Rosaceae,Dryas hookeriana
Ranunculaceae,Aquilegia coerulea
Asteraceae,Erigeron compositus
Brassicaceae,Draba aurea
Primulaceae,Primula parryi
Ranunculaceae,Ranunculus adoneus
Brassicaceae,Boechera stricta
Ericaceae,Arctostaphylos uva-ursi
Gentianaceae,Swertia perennis
Violaceae,Viola adunca
Pinaceae,Pinus aristata
Polemoniaceae,Polemonium confertum
Rosaceae,Geum rossii
Orobanchaceae,Castilleja occidentalis
Ranunculaceae,Delphinium barbeyi
Polemoniaceae,Polemonium brandegeei
Polemoniaceae,Polemonium viscosum
Montiaceae,Claytonia megarhiza
Caryophyllaceae,Cherleria obtusiloba
Asteraceae,Antennaria umbrinella
Caryophyllaceae,Silene acaulis
Asteraceae,Agoseris aurantiaca
Montiaceae,Claytonia megarhiza
Crassulaceae,Rhodiola integrifolia
Boraginaceae,Eritrichium argenteum
Ranunculaceae,Caltha chionophila
Ranunculaceae,Delphinium barbeyi
Asteraceae,Senecio crassulus
Primulaceae,Primula angustifolia
Plantaginaceae,Penstemon whippleanus
Polemoniaceae,Polemonium viscosum
Gentianaceae,Gentiana parryi
Crassulaceae,Rhodiola integrifolia
Asteraceae,Senecio atratus
Brassicaceae,Erysimum capitatum
Ranunculaceae,Aquilegia coerulea
Orobanchaceae,Pedicularis groenlandica
Plantaginaceae,Penstemon whippleanus
Caryophyllaceae,Cherleria obtusiloba
Ericaceae,Kalmia microphylla
Onagraceae,Chamaenerion angustifolium
Ranunculaceae,Anemone multifida
Boraginaceae,Eritrichium argenteum
Polemoniaceae,Polemonium pulcherrimum delicatum
Montiaceae,Claytonia megarhiza
Saxifragaceae,Saxifraga bronchialis
Boraginaceae,Mertensia ovata ovata
Asteraceae,Hymenoxys grandiflora
Rosaceae,Geum rossii
Ranunculaceae,Aquilegia coerulea
Rosaceae,Sorbus scopulina
Ericaceae,Kalmia microphylla
Saxifragaceae,Saxifraga bronchialis austromontana
Brassicaceae,Physaria alpina
Rosaceae,Geum rossii
Montiaceae,Claytonia megarhiza
Fabaceae,Oxytropis deflexa
Montiaceae,Claytonia megarhiza
Asteraceae,Senecio amplectens holmii
Gentianaceae,Gentianopsis barbellata
Orobanchaceae,Pedicularis groenlandica
Caryophyllaceae,Eremogone fendleri
Orobanchaceae,Castilleja rhexiifolia
Selaginellaceae,Selaginella densa
Brassicaceae,Erysimum capitatum
Rosaceae,Dryas hookeriana
Brassicaceae,Draba cana
Orobanchaceae,Castilleja occidentalis
Caryophyllaceae,Silene acaulis
Plantaginaceae,Penstemon whippleanus
Asteraceae,Erigeron compositus
Orobanchaceae,Castilleja rhexiifolia
Boraginaceae,Eritrichium argenteum
Rosaceae,Geum rossii
Hydrophyllaceae,Phacelia sericea
Orobanchaceae,Castilleja occidentalis
Crassulaceae,Rhodiola rhodantha
Campanulaceae,Campanula petiolata
Caryophyllaceae,Silene acaulis
Orobanchaceae,Castilleja rhexiifolia
Apiaceae,Angelica grayi
Ranunculaceae,Anemonastrum zephyrum
Melanthiaceae,Veratrum californicum
Ranunculaceae,Anemone multifida multifida
Polemoniaceae,Polemonium viscosum
Asteraceae,Erigeron pinnatisectus
Asteraceae,Helianthella quinquenervis
Plantaginaceae,Veronica wormskjoldii
Polemoniaceae,Polemonium confertum
Melanthiaceae,Veratrum californicum
Asteraceae,Erigeron compositus
Ranunculaceae,Aconitum columbianum
Asteraceae,Hymenoxys grandiflora
Pinaceae,Picea engelmannii
Polemoniaceae,Polemonium pulcherrimum delicatum
Poaceae,Deschampsia cespitosa
Ranunculaceae,Aquilegia coerulea
Pinaceae,Abies lasiocarpa bifolia
Rosaceae,Geum rossii
Asteraceae,Senecio soldanella
Hydrophyllaceae,Phacelia sericea
Polygonaceae,Bistorta bistortoides
Plantaginaceae,Chionophila jamesii
Gentianaceae,Frasera speciosa
Brassicaceae,Noccaea fendleri
Hydrophyllaceae,Phacelia sericea
Ranunculaceae,Aquilegia coerulea
Orobanchaceae,Castilleja rhexiifolia
Fabaceae,Trifolium dasyphyllum
Asteraceae,Erigeron compositus
Melanthiaceae,Anticlea elegans
Asteraceae,Achillea millefolium
Crassulaceae,Rhodiola integrifolia
Gentianaceae,Gentiana parryi
Apiaceae,Oreoxis alpina
Campanulaceae,Campanula petiolata
Fabaceae,Trifolium nanum
Amaryllidaceae,Allium geyeri
Saxifragaceae,Micranthes rhomboidea
Asteraceae,Senecio crassulus
Fabaceae,Oxytropis podocarpa
Brassicaceae,Erysimum capitatum
Asteraceae,Erigeron pinnatisectus
Crassulaceae,Rhodiola integrifolia
Asteraceae,Arnica parryi
Montiaceae,Claytonia megarhiza
Ranunculaceae,Caltha chionophila
Primulaceae,Primula parryi
Asteraceae,Senecio fremontii blitoides
Asteraceae,Achillea millefolium
Hydrophyllaceae,Phacelia sericea
Fabaceae,Trifolium nanum
Saxifragaceae,Micranthes rhomboidea
Saxifragaceae,Micranthes odontoloma
Asteraceae,Helianthella quinquenervis
Caryophyllaceae,Silene acaulis
Fabaceae,Trifolium dasyphyllum
Pinaceae,Abies lasiocarpa
Crassulaceae,Rhodiola integrifolia
Salicaceae,Salix glauca
Saxifragaceae,Saxifraga hirculus
Crassulaceae,Sedum lanceolatum
Caryophyllaceae,Eremogone fendleri
Pinaceae,Pinus aristata
Orobanchaceae,Castilleja occidentalis
Fabaceae,Trifolium dasyphyllum
Asteraceae,Erigeron speciosus
Asteraceae,Senecio fremontii
,Staurastrum furcigerum
Ranunculaceae,Aquilegia coerulea
Montiaceae,Claytonia megarhiza
Polygonaceae,Bistorta bistortoides
Liliaceae,Calochortus gunnisonii
Gentianaceae,Gentianopsis barbellata
Gentianaceae,Gentiana parryi
Gentianaceae,Swertia perennis
Ranunculaceae,Aquilegia coerulea
Polygonaceae,Bistorta bistortoides
Poaceae,Deschampsia cespitosa
Verbenaceae,Phyla cuneifolia
Boraginaceae,Eritrichium argenteum
Viburnaceae,Sambucus racemosa
Montiaceae,Lewisia pygmaea
Crassulaceae,Rhodiola rhodantha
Polemoniaceae,Phlox condensata
Elaeagnaceae,Shepherdia canadensis
Orobanchaceae,Castilleja puberula
Asteraceae,Hymenoxys grandiflora
Brassicaceae,Erysimum capitatum
Asteraceae,Achillea millefolium
Crassulaceae,Rhodiola integrifolia
Fabaceae,Trifolium nanum
Plantaginaceae,Veronica wormskjoldii
Fabaceae,Trifolium parryi
Asteraceae,Chaenactis douglasii
Polygonaceae,Bistorta bistortoides
Caryophyllaceae,Silene acaulis
Caprifoliaceae,Lonicera involucrata
Plantaginaceae,Veronica besseya
Rosaceae,Geum rossii
Orobanchaceae,Castilleja occidentalis
Ranunculaceae,Aquilegia coerulea
Plantaginaceae,Penstemon whippleanus
Hydrophyllaceae,Phacelia sericea
Montiaceae,Claytonia megarhiza
Primulaceae,Primula parryi
Primulaceae,Primula parryi
Asteraceae,Hymenoxys grandiflora
Ranunculaceae,Caltha chionophila
Boraginaceae,Eritrichium argenteum
Saxifragaceae,Saxifraga bronchialis
Rosaceae,Dryas hookeriana
Polygonaceae,Oxyria digyna
Cyperaceae,Eriophorum angustifolium
Caryophyllaceae,Silene acaulis
Asteraceae,Hymenoxys grandiflora
Asteraceae,Hymenoxys grandiflora
Gentianaceae,Gentiana algida
Saxifragaceae,Saxifraga cespitosa
Plantaginaceae,Penstemon whippleanus
Brassicaceae,Physaria alpina
Saxifragaceae,Telesonix jamesii
Brassicaceae,Smelowskia americana
Rosaceae,Geum rossii
Ranunculaceae,Aquilegia coerulea
Caryophyllaceae,Silene acaulis
Campanulaceae,Campanula petiolata
Montiaceae,Claytonia megarhiza
Primulaceae,Androsace septentrionalis
Hydrophyllaceae,Phacelia sericea
Plantaginaceae,Veronica wormskjoldii
Orobanchaceae,Castilleja rhexiifolia
Poaceae,Koeleria spicata
Ranunculaceae,Anemone parviflora
Fabaceae,Trifolium nanum
Brassicaceae,Physaria alpina
Crassulaceae,Rhodiola integrifolia
Plantaginaceae,Penstemon whippleanus
Boraginaceae,Eritrichium argenteum
Fabaceae,Trifolium parryi
Primulaceae,Primula angustifolia
Polygonaceae,Bistorta vivipara
Rosaceae,Geum rossii
Ericaceae,Arctostaphylos uva-ursi
Liliaceae,Gagea serotina
Orobanchaceae,Pedicularis groenlandica
Asteraceae,Erigeron pinnatisectus
Orobanchaceae,Castilleja occidentalis
Ranunculaceae,Caltha chionophila
Hydrophyllaceae,Phacelia sericea
Polemoniaceae,Polemonium viscosum
Primulaceae,Androsace lehmanniana
Plantaginaceae,Veronica besseya
Primulaceae,Primula angustifolia
Rosaceae,Geum rossii turbinatum
Rosaceae,Geum triflorum
Asteraceae,Hymenoxys grandiflora
Primulaceae,Primula angustifolia
Plantaginaceae,Penstemon hallii
Ranunculaceae,Trollius albiflorus
Brassicaceae,Boechera stricta
Caryophyllaceae,Silene acaulis
Fabaceae,Oxytropis podocarpa
Crassulaceae,Sedum lanceolatum
Campanulaceae,Campanula petiolata
Brassicaceae,Physaria alpina
Rosaceae,Geum rossii turbinatum
Caryophyllaceae,Eremogone congesta
Hydrophyllaceae,Phacelia sericea
Fabaceae,Trifolium parryi
Melanthiaceae,Anticlea elegans
Orobanchaceae,Pedicularis groenlandica
Orobanchaceae,Pedicularis groenlandica
Plantaginaceae,Penstemon whippleanus
Gentianaceae,Gentianopsis thermalis
Asteraceae,Hymenoxys grandiflora
Plantaginaceae,Veronica besseya
Fabaceae,Trifolium nanum
Caryophyllaceae,Eremogone fendleri
Brassicaceae,Boechera stricta
Fabaceae,Hedysarum occidentale
Caryophyllaceae,Silene acaulis
Gentianaceae,Gentianella amarella
Rosaceae,Geum rossii
Gentianaceae,Frasera speciosa
Saxifragaceae,Heuchera parvifolia
Ranunculaceae,Ranunculus adoneus
Montiaceae,Lewisia pygmaea
Polygonaceae,Bistorta bistortoides
Crassulaceae,Rhodiola integrifolia
Hydrophyllaceae,Phacelia sericea
Fabaceae,Oxytropis deflexa sericea
Primulaceae,Primula parryi
Primulaceae,Primula angustifolia
Crassulaceae,Rhodiola integrifolia
Fabaceae,Astragalus molybdenus
Brassicaceae,Physaria alpina
Caryophyllaceae,Silene acaulis
Ranunculaceae,Caltha chionophila
Primulaceae,Primula angustifolia
Polygonaceae,Bistorta bistortoides
Ranunculaceae,Delphinium barbeyi
Boraginaceae,Eritrichium argenteum
Orobanchaceae,Castilleja occidentalis
Plantaginaceae,Penstemon whippleanus
Brassicaceae,Cardamine cordifolia
Asteraceae,Hymenoxys grandiflora
Asteraceae,Artemisia borealis
Gentianaceae,Gentianopsis barbellata
Caprifoliaceae,Lonicera involucrata
Fabaceae,Trifolium parryi
Asteraceae,Cirsium scopulorum
Caryophyllaceae,Cherleria obtusiloba
Boraginaceae,Eritrichium argenteum
Ranunculaceae,Caltha chionophila
Orchidaceae,Platanthera huronensis
Ranunculaceae,Trollius albiflorus
Gentianaceae,Gentiana algida
Boraginaceae,Eritrichium argenteum
Onagraceae,Chamaenerion angustifolium
Asteraceae,Cirsium hesperium
Asteraceae,Erigeron vagus
Ranunculaceae,Aquilegia coerulea
Liliaceae,Gagea serotina
Ranunculaceae,Aquilegia coerulea
Rosaceae,Potentilla glaucophylla
Boraginaceae,Eritrichium argenteum
Orobanchaceae,Pedicularis groenlandica
Polygonaceae,Bistorta bistortoides
Crassulaceae,Rhodiola rhodantha
Salicaceae,Salix nivalis
Gentianaceae,Gentiana algida
Crassulaceae,Rhodiola integrifolia
Orobanchaceae,Castilleja haydenii
Polygonaceae,Bistorta bistortoides
Orobanchaceae,Pedicularis parryi
Hydrophyllaceae,Phacelia hastata
Asteraceae,Erigeron pinnatisectus
Onagraceae,Epilobium ciliatum
Asteraceae,Chaenactis douglasii
Montiaceae,Claytonia megarhiza
Montiaceae,Claytonia megarhiza
Caryophyllaceae,Silene acaulis
Orobanchaceae,Pedicularis racemosa
Brassicaceae,Erysimum capitatum
Saxifragaceae,Micranthes rhomboidea
Caryophyllaceae,Eremogone fendleri
Asteraceae,Cirsium scopulorum
Caryophyllaceae,Cherleria obtusiloba
Polygonaceae,Eriogonum coloradense
Ranunculaceae,Aconitum columbianum
Grossulariaceae,Ribes montigenum
Rosaceae,Geum rossii
Orobanchaceae,Pedicularis bracteosa
Rosaceae,Geum rossii
Caryophyllaceae,Silene acaulis
Rosaceae,Dryas hookeriana
Plantaginaceae,Penstemon strictus
Apiaceae,Heracleum maximum
Fabaceae,Trifolium nanum
Caryophyllaceae,Cherleria obtusiloba
Montiaceae,Claytonia megarhiza megarhiza
Plantaginaceae,Penstemon hallii
Onagraceae,Chamaenerion latifolium
Rosaceae,Dryas hookeriana
Rosaceae,Sibbaldia procumbens
Asteraceae,Achillea millefolium
Gentianaceae,Swertia perennis
Rosaceae,Geum rossii
Rosaceae,Sibbaldia procumbens
Brassicaceae,Cardamine cordifolia
Gentianaceae,Gentiana algida
Pinaceae,Pinus aristata
Rosaceae,Dryas hookeriana
Polygonaceae,Oxyria digyna
Boraginaceae,Eritrichium argenteum
Caryophyllaceae,Silene acaulis
Parnassiaceae,Parnassia fimbriata
Boraginaceae,Eritrichium argenteum
Asteraceae,Hymenoxys hoopesii
Caryophyllaceae,Cherleria obtusiloba
Ranunculaceae,Aquilegia coerulea
Pteridaceae,Cryptogramma acrostichoides
Caryophyllaceae,Cherleria obtusiloba
Asteraceae,Senecio amplectens
Liliaceae,Gagea serotina
Ranunculaceae,Caltha chionophila
Saxifragaceae,Saxifraga chrysantha
Asteraceae,Senecio fremontii
Orobanchaceae,Pedicularis bracteosa
Pteridaceae,Cryptogramma acrostichoides
Rosaceae,Geum rossii turbinatum
Fabaceae,Trifolium parryi
Asteraceae,Senecio atratus
Caprifoliaceae,Valeriana edulis
Orobanchaceae,Pedicularis groenlandica
Gentianaceae,Gentianopsis barbellata
Asteraceae,Senecio integerrimus
Gentianaceae,Gentianopsis thermalis
Caryophyllaceae,Silene acaulis
Primulaceae,Primula parryi
Boraginaceae,Eritrichium argenteum
Crassulaceae,Rhodiola integrifolia
Saxifragaceae,Saxifraga bronchialis
Asteraceae,Senecio atratus
Plantaginaceae,Penstemon harbourii
Gentianaceae,Gentiana parryi
Ericaceae,Kalmia microphylla
Primulaceae,Primula angustifolia
Rosaceae,Dryas hookeriana
Ranunculaceae,Aquilegia coerulea
Amaryllidaceae,Allium geyeri
Caryophyllaceae,Silene acaulis
Rosaceae,Geum rossii
Asteraceae,Packera cana
Asteraceae,Senecio soldanella
Crassulaceae,Sedum lanceolatum
Orobanchaceae,Castilleja rhexiifolia
Asteraceae,Solidago multiradiata
Caryophyllaceae,Silene acaulis
Orobanchaceae,Pedicularis groenlandica
Fabaceae,Trifolium dasyphyllum
Asteraceae,Artemisia scopulorum
Fabaceae,Trifolium parryi
Crassulaceae,Sedum lanceolatum
Caryophyllaceae,Silene acaulis
Fabaceae,Trifolium nanum
Ranunculaceae,Aquilegia coerulea
Caryophyllaceae,Silene acaulis
Ranunculaceae,Pulsatilla nuttalliana
Rosaceae,Sibbaldia procumbens
Asteraceae,Senecio fremontii
Crassulaceae,Rhodiola rhodantha
Fabaceae,Trifolium dasyphyllum
Gentianaceae,Gentiana algida
Gentianaceae,Gentiana algida
Caprifoliaceae,Valeriana acutiloba
Plantaginaceae,Penstemon whippleanus
Saxifragaceae,Heuchera bracteata
Boraginaceae,Mertensia ciliata
Polemoniaceae,Polemonium pulcherrimum delicatum
Asteraceae,Achillea millefolium
Orobanchaceae,Pedicularis groenlandica
Orobanchaceae,Castilleja occidentalis
Ranunculaceae,Aquilegia coerulea
Polygonaceae,Oxyria digyna
Crassulaceae,Sedum lanceolatum
Rosaceae,Ivesia gordonii
Polemoniaceae,Polemonium viscosum
Ranunculaceae,Ranunculus adoneus
Caryophyllaceae,Silene acaulis
Asteraceae,Hymenoxys grandiflora
Linaceae,Linum lewisii
Lamiaceae,Monardella odoratissima
Plantaginaceae,Penstemon whippleanus
Rosaceae,Geum rossii
Polemoniaceae,Polemonium viscosum
Gentianaceae,Gentiana parryi
Orobanchaceae,Castilleja miniata
Montiaceae,Claytonia megarhiza
Montiaceae,Lewisia pygmaea
Brassicaceae,Physaria alpina
Campanulaceae,Campanula petiolata
Asteraceae,Artemisia scopulorum
Ranunculaceae,Caltha chionophila
Asteraceae,Hymenoxys grandiflora
Crassulaceae,Sedum lanceolatum
Orobanchaceae,Castilleja miniata
Boraginaceae,Eritrichium argenteum
Boraginaceae,Mertensia ciliata
Pinaceae,Abies lasiocarpa
Crassulaceae,Sedum lanceolatum
Gentianaceae,Gentiana algida
Rosaceae,Dryas hookeriana
Asteraceae,Senecio amplectens holmii
Grossulariaceae,Ribes montigenum
Saxifragaceae,Micranthes odontoloma
Fabaceae,Trifolium nanum
Salicaceae,Salix petrophila
Caryophyllaceae,Cherleria obtusiloba
Cyperaceae,Carex geyeri
Fabaceae,Trifolium nanum
Ranunculaceae,Aquilegia coerulea
Polemoniaceae,Polemonium pulcherrimum delicatum
Liliaceae,Erythronium grandiflorum
Polemoniaceae,Ipomopsis aggregata
Asteraceae,Hymenoxys grandiflora
Saxifragaceae,Micranthes foliolosa
Rosaceae,Geum rossii
